الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال
وزارة البلديات والإسكان,"4 March, 2025",صيانة الحاضنات ونقاط البيع التابعة لبلدية الشقيق ,90160.0
وزارة البلديات والإسكان,"4 March, 2025",صيانة البلاطات الخرسانية بالواجهة البحرية,98210.0
وزارة البلديات والإسكان,"4 March, 2025",صيانة العاب كورنيش الشقيق,98900.0
جهات خاصة بمنافسات,"4 March, 2025",صناديق ترحيبية للموظفين الجدد,5842.0
وزارة الصحة,"4 March, 2025",الفحص والتقييم العلمي للأبحاث المقدمة لمبادرة الأوبئة والتقنية الحيوية ,2000000.01
البيئة والمياه والزراعة,"4 March, 2025",توريد  وتركيب وتشغيل خادم (Server) للمركز الوطني للنخيل والتمور,79891.24
وزارة الصحة,"4 March, 2025",منافسة توريد وتأمين قطع غيار سيارات المحافظات الشمالية بتجمع نجران الصحي ADR-2025-36,499157.5
وزارة المالية,"4 March, 2025",مشروع تأهيل الهيئة في مؤشرات التحول الرقمي,7532931.79999997
البيئة والمياه والزراعة,"4 March, 2025",توريد مواد زيوت وشحم (oil hydraulic - grease lubrication) لمنظومة انتاج مياه الشعيبة بالساحل الغربي,28393.66
البرامج والمرافق الحكومية,"4 March, 2025",توريد حبر ترقيم الباركود للجواز الالكتروني ,43556.25
وزارة السياحة,"4 March, 2025",  تقديم الخدمات التسويقية لملتقى القادة وشركاء القطاع السياحي ,1405150.5
وزارة البلديات والإسكان,"4 March, 2025",تجديد رخصة نظام اكتشاف الثغرات ,72450.0
وزارة البلديات والإسكان,"4 March, 2025",توريد وتركيب سقف قرميد مع الواح جبسية ,49484.5
هيئة الهلال الأحمر السعودي,"4 March, 2025",توريد احتياجات المستودعات بالمشاعر المقدسة لموسم حج 1446هـ.,398245.0
هيئة الهلال الأحمر السعودي,"4 March, 2025", توريد وتركيب أثاث العاصمة المقدسة والمدينة المنورة لموسم الحج 1446ه.,480010.0
وزارة الصحة,"4 March, 2025",توفير الاعتمادات البرامجية لتجمع حفر الباطن الصحي لعام 2025م,40000.0
وزارة البلديات والإسكان,"4 March, 2025",مبادرة البطولة الرمضانية بمحافظة خميس مشيط مبادرة اجاويد ,78487.5
وزارة البلديات والإسكان,"4 March, 2025",أعمال تجهيزات واستعدادات لمبادرة اجاويد 3 ببرك الغماد,97865.0
وزارة البلديات والإسكان,"5 March, 2025",عملية منافسة تأمين وتوريد كساوي لبلدية اللهابه,99475.0
وزارة البلديات والإسكان,"5 March, 2025",صيانة وتركيب رفوف وطاولات عمل لزوم ورشات الحركة والصيانة,98670.0
وزارة البلديات والإسكان,"5 March, 2025",صيانة واستبدال التالف من اللوحات المضيئة واليونيبول بمناسبة يوم العلم وعيد الفطر المبارك,62215.0
وزارة البلديات والإسكان,"5 March, 2025",توريد اثاث لمبنى البلدية ,290260.0
وزارة البلديات والإسكان,"5 March, 2025",تأهيل الاعمدة بتوريد كشافات للأحياء  بالطاقة الشمسية 300 واط,98842.5
وزارة الصحة,"5 March, 2025",مشروع التوعية بالأمن السيبراني لموظفي مجلس الضمان الصحي,16502.5
وزارة الصحة,"5 March, 2025",منافسة إقامة حفل تكريم المتقاعدين للعام 2025م للتجمع الصحي بمنطقة المدينة المنورة,34155.0
وزارة البلديات والإسكان,"5 March, 2025",توريد وتركيب شبكة ري طريق الملك عبدالله بمحافظة الخرج ,344764.5
وزارة البلديات والإسكان,"5 March, 2025",توفير ديزل لمعدات بلدية محافظة النعيرية ,99963.75
وزارة البلديات والإسكان,"5 March, 2025",توريد ردود ماء وتربة زراعية في محافظة الخرج,915000.55
وزارة الطاقة والصناعة والثروة المعدنية,"5 March, 2025",توفير اشتراك في منصة الوقت المالي للمركز السعودي للشراكات الإستراتيجية الدولية,99705.0
البيئة والمياه والزراعة,"5 March, 2025",مصدر طاقة لنظام مضخات اطفاء الحريق,2139.0
وزارة البلديات والإسكان,"5 March, 2025",صيانة ومعالجة أعمدة انارة لبلدية الدليميه,0.0
هيئة الهلال الأحمر السعودي,"5 March, 2025",تجهيز وصيانة مبنى النزهة بمكة المكرمة لموسم حج 1446 هـ,1047098.0
وزارة البلديات والإسكان,"5 March, 2025",اسئجار معدات ثقيلة,97980.0
