الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة  بالريال السعودي
أمانة منطقة حائل,صيانة واصلاح فوانيس وأعمدة الانارة لبلدية الكهفة مع تامين المواد اللازمة,2023-07-26,435850.0
أمانة منطقة حائل, استئجار معدات لبلدية الكهفة ,2023-07-26,193200.0
أمانة منطقة حائل,صيانة مجسمات -بلدية مدينة الكهفة,2023-07-26,446430.0
بلدية المحاني,صيانة الملعب الرياضي بالمحاني,2022-05-19,284119.0
أمانة منطقة حائل,صيانة الجزيرة الوسطية بمدخل مدينة السعيرة - بلدية الكهفة ,2023-07-26,495075.0
وزارة الرياضة,استبدال أرضية الملعب الرديف بالعشب الطبيعي بمدينة المجمعة الرياضية بالمجمعة,2022-08-19,1946536.0
إدارة التعليم بمحافظة الطائف, تأمين مقاعد دراسية وسبورات بورسلان جدارية للمدارس التابعة للإدارة العامة للتعليم بمحافظة الطائف,2022-06-21,716685.75
بلدية أبوعجرم,سفلتة وارصفة وإنارة للأمانة والبلديات التابعة لها ( معالجة التشوه البصري وتحسين المشهد الحضري ) بلدية ابو عجرم ,2022-06-01,1600800.0
وزارة السياحة,أرشفه البريد الالكتروني والنسخ الاحتياطي لأنظمه الوزارة,2022-05-21,7838894.5
أمانة منطقة تبوك,مستلزمات أعمال صيانة الإضاءة (تأمين مواد الكهرباء) بتبوك,2022-06-16,567700.95
المؤسسة العامة لتحلية المياه المالحة,توريد انارة لمحطات التحلية بالجبيل خط الانابيب ( 60003767 ) - 1 ,2022-06-29,188700.0
وزاة التجارة,اختبار كفاءة الطاقة لمنتج الثلاجات,2022-06-19,512900.0
أمانة منطقة تبوك,صيانة الشوارع والارصفة والانارة (صيانة وتشغيل أعمدة الإنارة بتبوك) بأمانة منطقة تبوك,2022-09-01,9367440.0
بلدية محافظة عنيزة,توضيب طرمبات لمعدات بلدية محافظة عنيزة,2022-04-18,197340.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,صيانة المسطحات الخضراء لمقر مركز المعلومات الوطني (2),2022-06-12,893504.0
أمانة منطقة تبوك,صيانة وتشغيل مباني ومرافق الأمانة (توريد وتركيب مولد كهرباء احتياطى) بأمانة منطقة تبوك,2022-06-16,328764.3
بلدية الفوارة,بشأن تأمين بلدورات وبلاط اسمنتي لبلدية الفوارة,2022-05-11,180780.0
المركز الوطني للأرصاد,مشروع تحديث أنظمة استقبال الرادارات (الطائف – الجوف – تبوك – الدوادمي -الباحة)        ,2022-07-05,5444370.25
وزارة الصحة  -  الديوان العام,إحلال التشيلرات وملحقاتها لمستشفى حريملاء العام,2022-09-08,4449424.99
بلدية محافظة صامطة,سفلتة وارصفة وانارة شوارع ضاحية الملك فهد المعدل رقم (51) بصامطة,2022-11-20,19022844.6
إدارة التعليم بمنطقة تبوك,صيانة المصاعد الكهربائية بالإدارة العامة للتعليم بمنطقة تبوك ( بنين - بنات ),2022-05-26,223560.0
بلدية أضم,توريد مواد وأدوات زراعية لبلدية أضم,2022-06-13,46999.35
أمانة منطقة الرياض,صيانة الشوارع المحيطة بجامع الملك عبدالعزيز بالمزاحمية ,2022-08-18,569497.0
إدارة التعليم بمنطقة المدينة المنورة,توريد وتركيب وتنفيذ أسوار مؤقتة للمشاريع المسحوبة,2022-10-05,1491900.75
أمانة منطقة تبوك,مستلزمات أعمال صيانة الإضاءة (توريد مستلزمات زينة أعمدة الانارة بالطرق الرئيسية) بمدينة تبوك ,2022-06-30,459425.0
جامعة الطائف,توريد وتركيب قطع غيار لمكيفات كلية العلوم الطبية التطبيقية,2022-04-21,579747.47
التجمع الصحي بمنطقة القصيم,تامين احتياج مستشفى بريدة المركزي من الكساوي,2022-06-28,188427.5
هيئة الزكاة والدخل,مشروع غرف التقاضي الذكية,2022-05-30,4989998.35
وزارة الاقتصاد والتخطيط  -  الديوان العام,صيانة أنظمة السلامة والحماية من الحريق في مباني وزارة الاقتصاد والتخطيط بمجمع غرناطة 8 أدوار لبرج &A2 برجA5 ,2022-04-24,203550.0
هيئة الزكاة والدخل,حملات توعوية,2022-07-05,20000000.0
أمانة منطقة الرياض,صيانة المعدات الخاصة بنظافة بلدية المجمعة ,2022-09-08,466900.0
بلدية محافظة الرس,توريد مبيدات حشرية / بلدية محافظة الرس,2022-05-19,132940.0
إدارة التعليم بمحافظة حفر الباطن,ترميم خندق الصرف مدرسة طارق بن زياد بالقيصومة,2022-05-31,141450.0
التجمع الصحي بمنطقة القصيم,تامين احتياج مستشفى الولادة والأطفال ببريدة من الكساوي,2022-06-28,224221.25
إدارة التعليم بمحافظة شرورة,صيانة المباني الإدارية بالتعليم بمحافظة شرورة,2022-08-11,1159200.0
أمانة المنطقة الشرقية,مشروع ردم وتسوية وسفلتة بضاحية الملك فهد بالجبيل (الجزء الخامس),2022-10-25,14482058.1
مستشفى الملك خالد التخصصي للعيون,تطبيق المعايير و المقاييس الدولية لخدمات تقنية المعلومات واستمرارية الأعمال لأنظمة البنية التحتية,2022-06-02,495075.0
وزارة البيئة والمياه والزراعة,إنشاء بوابة لفرع وزارة البيئة والمياه والزراعة بمنطقة مكة المكرمة - مدينة جدة,2022-07-13,989460.0
صندوق التنمية الزراعية,توريد رخص قواعد البيانات لإدارة التطبيقات والنظم.,2022-06-07,2052060.0
المديرية العامة للشؤون الصحية بمنطقة جازان,تقديم خدمات التغذية مسبقة التجهيز (مركزي ) لمستشفيات (الأمير محمد بن ناصر- العيدابي العام- احد المسارحة العام – الموسم العام – الطوال العام),2023-03-01,7039637.5
وزارة البيئة والمياه والزراعة,تنفيذ أعمال الحجر الطبيعي بمحافظة الدرعية,2022-08-10,3667752.5
المديرية العامة للشؤون الصحية بمنطقة المدينة المنورة,تجهيز بهو مستشفى الملك فهد بالمدينة المنورة ,2022-08-02,168705.0
التجمع الصحي بمنطقة القصيم,تامين احتياج مستشفى الملك فهد التخصصي ببريدة من المستلزمات المكتبية والمطبوعات,2022-08-07,297255.0
إدارة التعليم بمحافظة المذنب,عملية صيانة وتشغيل وإصلاح أجهزة التبريد والتكييف والتدفئة في المباني الإدارية,2022-08-24,1428000.09
أمانة المنطقة الشرقية,مشروع تنمية مخططات المنح بحى الروضه بالخفجى,2022-08-10,10591500.0
مدينة الملك فهد الطبية,منافسة تشغيل وصيانة السمعيات والمرئيات 247351,2022-10-12,2500000.0
بلدية محافظة المجاردة,توريد مبيدات حشرية ,2022-08-24,69943.0
التجمع الصحي بمنطقة القصيم,تأمين احتياج مستشفى بريدة المركزي من التجهيزات الغير طبية,2022-08-07,315790.0
إدارة التعليم بمحافظة الطائف,تأمين آلة تصوير للمدارس التابعة للإدارة العامة للتعليم بمحافظة الطائف,2022-06-21,220869.0
الهيئة العامة للعقار,مشروع الدعم البرمجي لمنصة المؤشرات العقارية ,2022-08-04,683100.0
جامعة الباحة,توريد وتركيب عيادة عيون بالمركز الطبي الجامعي ,2022-09-06,109900.0
أمانة منطقة القصيم,مشروع تشغيل الحاسب الآلي والأنظمة الذكية بأمانة  منطقة القصيم,2022-08-11,13356465.27
