الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
وزارة المالية  -  الديوان العام,عملية  نظافة وصيانة وتشغيل فرع الوزارة بمنطقة الباحة والمكتب التابع له بالعقيق ومكتب الوزارة بمحافظة بيشة وأعمال النظافة لمكتب الوزارة بمحافظة المجاردة,2022-02-27,4732020.0
المؤسسة العامة لتحلية المياه المالحة,تركيب حواجز حمايه بحرية من تسرب الزيوت لمداخل مياه البحر ,2021-12-09,655500.0
أمانة منطقة المدينة المنورة, صيانة ومعالجة أعمال الدهانات للأنفاق والجسور بالمدينة المنورة,2022-02-10,8354175.0
أمانة منطقة نجران,توريد معدات مع ملحقاتها لبلدية محافظة خباش ,2022-01-19,1163800.0
إدارة التعليم بمحافظتي الحوطة و الحريق,تشغيل وإصلاح المباني الإدارية بإدارة تعليم محافظتي حوطة بني تميم والحريق,2022-03-02,807300.0
أمانة منطقة تبوك,توريد أشجار طبيعية,2021-10-28,108675.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,ورش العمل الداخلية (SIWS),2022-01-29,3598637.5
الهيئة العامة للنقل,مشروع تنفيذ وتطوير نظام المعلومات الأمنية وإدارة الأحداث السيبرانية وأنظمة ادارة الثغرات ومنع الاختراقات,2022-01-16,9934307.2
وزارة البيئة والمياه والزراعة,تأمين ثلاجات تبريد لحفظ المستحضرات البيطرية لجميع فروع الوزارة,2022-02-27,1314565.0
مدينة الملك عبدالله للطاقة الذرية والمتجددة,أعمال استكمال ودعم متطلبات ترخيص موقع خور دويهن,2022-10-10,47121086.7
وزارة البيئة والمياه والزراعة,تطوير قاعدة بيانات لمزارعي الورد والبن والفاكهة والعسل لتناوب الأيدي العاملة,2022-01-31,1980300.0
مؤسسة البريد السعودي,مشروع دعم الميل الأخير,2021-11-19,3176185.0
هيئة الزكاة والدخل,مشروع جائزة الملك عبدالعزيز والنموذج الأوربي للجودة ,2022-03-30,747500.0
وزارة الصحة  -  الديوان العام,احتياجات إدارة العلاقات العامة والتواصل,2022-02-01,536475.0
جامعة جازان,تامين عدد 15 الة تصوير,2022-01-23,150834.0
إدارة التعليم بمنطقة الباحة, عملية تأمين وتوريد مقاعد طلاب لمدارس الطفولة المباكرة,2021-11-08,297500.0
المديرية العامة للشؤون الصحية بمنطقة عسير,مشروع استكمال اعمال تطوير صيدلية مستشفى عسير المركزي,2022-04-13,1814681.6
إدارة التعليم بمحافظة عنيزة,تأمين قطع غيار وادوات لقسم تقنية المعلومات بتعليم عنيزة ,2021-11-21,90763.75
هيئة تقويم التعليم والتدريب,شحن وتسليم طرود الاختبارات,2022-02-06,7326247.5
المديرية العامة للشؤون الصحية بمنطقة المدينة المنورة,توريد وتركيب أرضيات وفينيل طبي بمدينة الملك سلمان الطبية بالمدينة المنورة,2022-04-10,2038099.0
وزارة البيئة والمياه والزراعة,تقديم خدمات تأهيل المستفيدين في الثروة الحيوانية,2021-12-22,14478500.0
أمانة منطقة الرياض,توريد اعمدة انار ليد وكيابل ,2022-01-31,1296107.5
هيئة رعاية الأشخاص ذوي الاعاقة,توريد مستلزمات ومطبوعات مكتبية لهيئة رعاية الأشخاص ذوي الإعاقة,2021-12-19,783265.0
أمانة منطقة الرياض,صيانة وتوريد أدوات زراعية لمعالجة التشوه البصري,2022-09-08,199999.95
وزارة البيئة والمياه والزراعة,تطوير و تنمية الزراعة العضوية بمنطقة حائل,2021-11-16,186300.0
أمانة محافظة الأحساء,صيانة المنتزهات العامة التابعة لأمانة الأحساء,2022-03-28,15698926.0
أمانة منطقة الرياض,اعمال تنفيذ وتوريد خطوط مرورية وبوية الارصفة واسفلت ساخن لتحسين المنضور البصري,2022-09-08,164565.0
وزارة البيئة والمياه والزراعة,مشروع تقصي ومكافحة نواقل الأمراض باستخدام التقنية الحديثة,2022-03-09,24971100.0
أمانة منطقة تبوك,تامين وتوريد بذور (بلدية محافظة تيماء),2021-11-12,69103.5
المديرية العامة للشؤون الصحية بمنطقة عسير,مشروع إحلال وتطوير ارضيات مستشفى خميس مشيط العام,2022-04-04,2794500.0
وزارة البيئة والمياه والزراعة,تشغيل غرفة الطوارئ المركزية بديوان وزارة البيئة والمياه والزراعة,2021-12-22,8899200.0
إدارة التعليم بمحافظة عنيزة,استكمال صالة رياضية بمدرسة علي بن ابي طالب بمحافظة عنيزة,2021-12-16,1746367.0
إدارة التعليم بمحافظتي الحوطة و الحريق,صيانة وإصلاح وتشغيل آلات التصوير بالمباني الإدارية,2022-03-02,178682.4
إدارة التعليم بمحافظة عنيزة,استكمال انشاء صالة متعددة الاغراض بالثانوية الرابعة,2022-06-16,1915598.7
هيئة المساحة الجيولوجية السعودية,توريد مزود مصدر طاقة غير منقطع,2022-03-09,121900.0
إدارة التعليم بمحافظة المجمعة,صيانة طارئة للمعسكر الكشفي بالمجمعة مدة التنفيذ 60 يوم,2022-03-02,388401.0
جامعة شقراء,تأمين ضد الغير للسيارات الخدمية والأمنية بالجامعة,2021-11-28,31435.25
إدارة التعليم بمنطقة الجوف,استكمال وانشاء مبنى الاشراف التربوي بنين بدومة الجندل,2022-03-28,5896582.84
وزارة المالية  -  الديوان العام,توريد وتركيب وتشغيل واختبار مكيفات صحراوية  ووحدات الملف والمروحة F.C.U ومضخات مياه التغذية وتوريد وتركيب مظلة اللكسان بمباني الوزارة بمخرج ( 9 ) بالرياض,2021-11-19,1443438.6
التجمع الصحي بمنطقة القصيم,تامين احتياج مشروع الكلى بمستشفى الاسياح العام من التجهيزات الغير طبية,2021-11-23,487213.6
الشئون الصحية بمنطقة مكة المكرمة,خدمات التغذية بمستشفى الولادة والأطفال بمكة- مستشفى الطوارئ بمنى- مستشفى منى الجسر- مستشفى منى الوادي – مستشفى منى الشارع الجديد – مركز الطوارئ والسلامة والنقل الإسعافي بحمى المشاعر ( العوالي) مبنى ( 34 ) – مجمع العوالي ( حمى المشاعر ) مبنى ( 20 ) ,2023-05-04,61823206.5
المركز السعودي للأعتماد,مشروع بناء قدرات الموظفين الإداريين ,2021-12-26,385710.0
جامعة شقراء,تجهيز قاعات دراسية بكليات البنات,2021-12-20,1358437.5
أمانة منطقة القصيم,توريد  وتركيب مكائن للورشة المركزية ,2022-01-24,726570.0
إدارة التعليم بمحافظة الإفلاج,عملية صيانة وإصلاح وتشغيل أجهزة التبريد والتكييف والتدفئة للمباني الدراسية بمحافظة الافلاج(المجموعة الثانية),2022-03-22,1101000.0
مديرية الشؤون الصحية بالأحساء,إحلال وتـوريـد وتركيب وتشغيل تشيليرات مركزية بمركز الأمير سلطان لمعالجة امراض وجراحة القلب ,2022-02-17,2760000.0
إدارة التعليم بمنطقة نجران,صيانة طارئة لمظلات المدارس PVC المجموعة الثانية 2021,2022-01-25,243593.0
إدارة التعليم بمنطقة نجران,صيانة طارئة مظلات المباني الادارية المجموعة الاولى 2021,2022-01-25,75900.0
